-,1.75,"37,51,503",21-DEC-2017 15:29:54,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"37,51,503",21-DEC-2017 15:29:54,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,1.75,"6,94,756",21-DEC-2017 16:00:00,1.75,Karuturi Global Limited,KGL,1.70,"1,37,272",1.75,1.75
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
-,265.90,18,21-DEC-2017 16:00:00,263.05,ITC Limited,ITC,263.30,"67,71,408",261.60,265.90
